queryHit,dbHit
Tc02v2_t011560.1,OLXF-5326
Tc02v2_t011560.1,BZDF-5326
Tc02v2_t011560.1,ZRIN-5326
Tc02v2_t001450.1,TIUZ-4527
Tc02v2_t001450.1,HAEU-4527
Tc02v2_t001450.1,WYIG_grafted_with_NUZN-4527
Tc02v2_t001450.1,NUZN-4527
Tc02v2_t001450.1,JEPE-4527
Tc02v2_t001450.1,GRFT-4527
Tc02v2_t024400.9,OLXF-5702
Tc02v2_t024400.9,FYTP-5702
Tc02v2_t024400.9,WVEF-5702
Tc02v2_t024400.9,UMUL-5702
Tc02v2_t009570.2,BCAA-6527
Tc02v2_t009570.2,ZSSR-6527
Tc02v2_t009570.2,BHYC-6527
Tc02v2_t012200.1,ZSAB_grafted_with_FYTP-5703
Tc02v2_t012200.1,FYTP-5703
Tc02v2_t003570.1,WYIG-6848
Tc02v2_t003570.1,VVPY-6848
Tc02v2_t015670.1,WYIG_grafted_with_KTAR-5335
Tc02v2_t015670.1,OLXF_grafted_with_NUZN-5335
Tc02v2_t015670.1,OLXF_grafted_with_NUZN-5335
Tc02v2_t015670.1,INQX-5335
Tc02v2_t015670.1,NUZN-5335
Tc02v2_t015670.1,ZINQ-5335
Tc02v2_t021130.1,ZSAB-7174
Tc02v2_t021130.1,OLXF_grafted_with_GLVK-7174
Tc02v2_t021130.1,TXMP-7174
Tc02v2_t024400.3,OLXF-5702
Tc02v2_t024400.3,FYTP-5702
Tc02v2_t024400.3,WVEF-5702
Tc02v2_t024400.3,UMUL-5702
Tc02v2_t024400.4,OLXF-5702
Tc02v2_t024400.4,FYTP-5702
Tc02v2_t024400.4,WVEF-5702
Tc02v2_t024400.4,UMUL-5702
Tc02v2_t023830.2,OLXF-6407
Tc02v2_t023830.2,VYGG-6407
Tc02v2_t025050.1,KPTE-6492
Tc02v2_t025050.1,TIUZ-6492
Tc02v2_t025050.1,JGYZ-6492
Tc02v2_t027450.1,Theca-v1.1-7336
Tc02v2_t027450.1,WYIG-7336
Tc02v2_t024650.1,OLXF-6130
Tc02v2_t024650.1,WYIG-6130
Tc02v2_t008790.2,ZSAB-5870
Tc02v2_t008790.2,OLXF-5870
Tc02v2_t008790.2,MAQO-5870
Tc02v2_t008790.2,HAEU-5870
Tc02v2_t000750.2,WYIG_grafted_with_AUGV-6969
Tc02v2_t000750.2,OLXF_grafted_with_AUGV-6969
Tc02v2_t013560.1,OLXF_grafted_with_WYIG-6913
Tc02v2_t013560.1,WYIG-6913
Tc02v2_t013560.1,DXQW-6913
Tc02v2_t013560.1,VVPY-6913
Tc02v2_t013560.1,Arath-6913
Tc02v2_t019040.1,OLXF_grafted_with_TJLC-5426
Tc02v2_t019040.1,WYIG_grafted_with_HAEU-5426
Tc02v2_t019040.1,WYIG_grafted_with_HAEU-5426
Tc02v2_t019040.1,ZSAB_grafted_with_HAEU-5426
Tc02v2_t019040.1,ZSAB_grafted_with_HAEU-5426
Tc02v2_t019040.1,ZSAB_grafted_with_HAEU-5426
Tc02v2_t019040.1,TJLC-5426
Tc02v2_t019040.1,TJLC-5426
Tc02v2_t019040.1,HAEU-5426
Tc02v2_t019040.1,HAEU-5426
Tc02v2_t019040.1,HAEU-5426
Tc02v2_t019040.1,AJFN-5426
Tc02v2_t019040.1,SLYR-5426
Tc02v2_t019040.1,WXVX-5426
Tc02v2_t019040.1,BNTL-5426
Tc02v2_t019040.1,ABSS-5426
Tc02v2_t010020.1,OLXF-6494
Tc02v2_t010020.1,NUZN-6494
Tc02v2_t010020.1,LWDA-6494
Tc02v2_t023830.1,OLXF-6407
Tc02v2_t023830.1,VYGG-6407
Tc02v2_t005020.2,WYIG_grafted_with_THHD-5960
Tc02v2_t024400.7,OLXF-5702
Tc02v2_t024400.7,FYTP-5702
Tc02v2_t024400.7,WVEF-5702
Tc02v2_t024400.7,UMUL-5702
Tc02v2_t023870.1,ZSAB_grafted_with_MYMP-6947
Tc02v2_t023870.1,WYIG_grafted_with_TJLC-6947
Tc02v2_t023870.1,TJLC-6947
Tc02v2_t028720.1,ZSAB_grafted_with_HAEU-6979
Tc02v2_t028720.1,LWDA-6979
Tc02v2_t028720.1,HAEU-6979
Tc02v2_t030670.1,OLXF-5853
Tc02v2_t030670.1,HENI-5853
Tc02v2_t023490.1,Vitvi-Genoscope.12X-7136
Tc02v2_t023490.1,OMYK-7136
Tc02v2_t001980.1,OLXF-6713
Tc02v2_t009570.1,BCAA-6527
Tc02v2_t009570.1,ZSSR-6527
Tc02v2_t009570.1,BHYC-6527
Tc02v2_t023370.1,WYIG-7135
Tc02v2_t023370.1,ZSAB-7135
Tc02v2_t024400.2,OLXF-5702
Tc02v2_t024400.2,FYTP-5702
Tc02v2_t024400.2,WVEF-5702
Tc02v2_t024400.2,UMUL-5702
Tc02v2_t001450.2,TIUZ-4527
Tc02v2_t001450.2,HAEU-4527
Tc02v2_t001450.2,WYIG_grafted_with_NUZN-4527
Tc02v2_t001450.2,NUZN-4527
Tc02v2_t001450.2,JEPE-4527
Tc02v2_t001450.2,GRFT-4527
Tc02v2_t005970.2,WYIG_grafted_with_GLVK-6572
Tc02v2_t005970.2,GLVK-6572
Tc02v2_t005970.2,ICNN-6572
Tc02v2_t013220.1,ZSAB-7296
Tc02v2_t013220.1,WYIG-7296
Tc02v2_t013560.2,OLXF_grafted_with_WYIG-6913
Tc02v2_t013560.2,WYIG-6913
Tc02v2_t013560.2,DXQW-6913
Tc02v2_t013560.2,VVPY-6913
Tc02v2_t013560.2,Arath-6913
Tc02v2_t024400.10,OLXF-5702
Tc02v2_t024400.10,FYTP-5702
Tc02v2_t024400.10,WVEF-5702
Tc02v2_t024400.10,UMUL-5702
Tc09v2_t017440.1,WYIG-6978
Tc09v2_t017440.1,WYIG-6978
Tc09v2_t017440.1,HAEU-6978
Tc09v2_t017440.1,BERS-6978
Tc09v2_t007930.1,THHD-6958
Tc09v2_t009820.1,ZSAB-6376
Tc09v2_t000710.1,OLXF-6164
Tc09v2_t008730.2,WYIG-6238
Tc09v2_t008730.2,PTLU-6238
Tc09v2_t023600.1,WYIG-6909
Tc09v2_t023600.1,OLXF_grafted_with_CIAC-6909
Tc09v2_t023600.1,CIAC-6909
Tc09v2_t023600.1,ZPKK-6909
Tc09v2_t019380.1,BSEY-5922
Tc09v2_t019380.1,NUZN-5922
Tc09v2_t019380.1,QUTB-5922
Tc09v2_t019380.1,UMUL-5922
Tc09v2_t019380.1,Orysa-5922
Tc09v2_t025370.1,ZSAB-5188
Tc09v2_t025370.1,VVPY-5188
Tc09v2_t025370.1,YKQR-5188
Tc09v2_t025370.1,XHKT-5188
Tc09v2_t007800.2,WYIG-6050
Tc09v2_t007800.2,ZSAB-6050
Tc09v2_t007800.2,OLXF_grafted_with_HAEU-6050
Tc09v2_t007800.2,HAEU-6050
Tc09v2_t007800.2,NXOH-6050
Tc09v2_t021390.1,ZSAB-5815
Tc09v2_t021390.1,WYIG_grafted_with_THHD-5815
Tc09v2_t021390.1,OLXF-5815
Tc09v2_t004470.1,VYGG-6454
Tc09v2_t004470.1,WWKL-6454
Tc09v2_t004470.1,UMUL-6454
Tc09v2_t004470.1,Ambtr-6454
Tc09v2_t013320.1,NUZN-6406
Tc09v2_t007150.3,OLXF-4942
Tc09v2_t020490.2,WYIG-6072
Tc09v2_t020490.2,OLXF_grafted_with_THHD-6072
Tc09v2_t020490.2,THHD-6072
Tc09v2_t021590.2,WYIG-5913
Tc09v2_t021590.2,OLXF_grafted_with_NUZN-5913
Tc09v2_t021590.2,NUZN-5913
Tc09v2_t021590.2,SVVG-5913
Tc09v2_t021590.2,IZNU-5913
Tc09v2_t021590.2,FVXD-5913
Tc09v2_t029120.3,OLXF_grafted_with_LNER-5280
Tc09v2_t029120.3,WYIG_grafted_with_LNER-5280
Tc09v2_t029120.3,LNER-5280
Tc09v2_t029120.3,Ambtr-5280
Tc09v2_t029120.3,Orysa-5280
Tc09v2_t029120.3,EDXZ-5280
Tc09v2_t028810.2,ZSAB_grafted_with_NUZN-6563
Tc09v2_t028810.2,PEZP-6563
Tc09v2_t018030.1,WYIG-6532
Tc09v2_t018030.1,OLXF-6532
Tc09v2_t018030.1,UZWG-6532
Tc09v2_t018030.1,HAEU-6532
Tc09v2_t023010.1,OLXF-6447
Tc09v2_t023010.1,VYGG-6447
Tc09v2_t023010.1,NGRR-6447
Tc09v2_t007330.1,OLXF-6528
Tc09v2_t007330.1,WYIG-6528
Tc09v2_t007330.1,HAEU-6528
Tc09v2_t007330.1,TRRQ-6528
Tc09v2_t023470.2,NUZN-6462
Tc09v2_t023470.2,QAUE-6462
Tc09v2_t023470.2,LYPZ-6462
Tc09v2_t023470.2,EDXZ-6462
Tc09v2_t026280.1,OLXF-5064
Tc09v2_t026280.1,ZSAB-5064
Tc09v2_t017440.2,WYIG-6978
Tc09v2_t017440.2,WYIG-6978
Tc09v2_t017440.2,HAEU-6978
Tc09v2_t017440.2,BERS-6978
Tc09v2_t003450.1,ZSAB-6303
Tc09v2_t003450.1,OLXF_grafted_with_VYGG-6303
Tc09v2_t003450.1,NGRR-6303
Tc09v2_t003450.1,VYGG-6303
Tc09v2_t003450.1,QURC-6303
Tc09v2_t008690.1,OLXF-5620
Tc09v2_t008690.1,ZSAB_grafted_with_UZWG-5620
Tc09v2_t008690.1,SVVG-5620
Tc09v2_t008690.1,UZWG-5620
Tc09v2_t020200.1,NUZN-6483
Tc09v2_t020200.1,WYIG-6483
Tc09v2_t020200.1,ZSAB-6483
Tc09v2_t010850.2,ZSAB-6962
Tc09v2_t010850.2,WYIG_grafted_with_PAZJ-6962
Tc09v2_t010850.2,GIPR-6962
Tc09v2_t012770.1,NHUA-6933
Tc09v2_t012770.1,XFFT-6933
Tc09v2_t012770.1,ZSAB_grafted_with_BXBF-6933
Tc09v2_t007930.3,THHD-6958
Tc09v2_t007930.3,NUZN-6958
Tc09v2_t020490.1,WYIG-6072
Tc09v2_t020490.1,OLXF_grafted_with_THHD-6072
Tc09v2_t020490.1,THHD-6072
Tc09v2_t013320.2,NUZN-6406
Tc09v2_t028610.2,ZSAB-6570
Tc09v2_t028610.2,OLXF-6570
Tc09v2_t028610.2,WVEF-6570
Tc09v2_t016900.3,ZSAB_grafted_with_HYZL-4932
Tc09v2_t016900.3,HYZL-4932
Tc09v2_t020390.2,WYIG-5821
Tc09v2_t020390.2,OLXF-5821
Tc09v2_t020390.2,ZSAB_grafted_with_NUZN-5821
Tc09v2_t001850.2,ZSAB-5950
Tc09v2_t001850.2,NHUA-5950
Tc09v2_t020390.1,WYIG-5821
Tc09v2_t020390.1,OLXF-5821
Tc09v2_t020390.1,ZSAB_grafted_with_NUZN-5821
Tc09v2_t008290.1,WWKL-5460
Tc09v2_t005160.1,WVEF-6056
Tc09v2_t020900.1,OLXF-5018
Tc09v2_t020900.1,WYIG_grafted_with_BFJL-5018
Tc09v2_t020900.1,QUTB-5018
Tc09v2_t020900.1,BFJL-5018
Tc09v2_t020900.1,Arath-5018
Tc09v2_t020900.1,KYNE-5018
Tc09v2_t020900.1,Ambtr-5018
Tc09v2_t013320.5,NUZN-6406
Tc09v2_t030220.1,WVEF-5116
Tc09v2_t030220.1,IEPQ-5116
Tc09v2_t030220.1,HLJG-5116
Tc09v2_t004800.2,WYIG-6295
Tc09v2_t004800.2,OLXF_grafted_with_NUZN-6295
Tc09v2_t004800.2,NUZN-6295
Tc09v2_t004800.2,INQX-6295
Tc09v2_t008590.1,ZSAB_grafted_with_BHYC-5596
Tc09v2_t008590.1,TJLC-5596
Tc09v2_t008590.1,TJLC-5596
Tc09v2_t008590.1,QIKZ-5596
Tc09v2_t008590.1,UMUL-5596
Tc09v2_t008590.1,Aquco-v1.1-5596
Tc09v2_t030010.1,WYIG-5664
Tc09v2_t030010.1,OLXF-5664
Tc09v2_t030010.1,FYTP-5664
Tc09v2_t030010.1,VUSY-5664
Tc09v2_t030010.1,NGRR-5664
Tc09v2_t015210.3,SLYR-5894
Tc09v2_t029120.2,OLXF_grafted_with_LNER-5280
Tc09v2_t029120.2,WYIG_grafted_with_LNER-5280
Tc09v2_t029120.2,LNER-5280
Tc09v2_t029120.2,Ambtr-5280
Tc09v2_t029120.2,Orysa-5280
Tc09v2_t029120.2,EDXZ-5280
Tc09v2_t005050.1,OLXF-5554
Tc09v2_t005050.1,ZSAB_grafted_with_THHD-5554
Tc09v2_t005050.1,THHD-5554
Tc09v2_t005050.1,SLYR-5554
Tc09v2_t005050.1,XQRV-5554
Tc09v2_t001160.1,TIUZ-6893
Tc09v2_t022060.1,WYIG-6946
Tc09v2_t022060.1,VUSY-6946
Tc09v2_t017440.3,WYIG-6978
Tc09v2_t017440.3,INQX-6978
Tc09v2_t017440.3,BHYC-6978
Tc09v2_t017440.3,HAEU-6978
Tc09v2_t017440.3,BERS-6978
Tc09v2_t010850.1,WYIG_grafted_with_PAZJ-6962
Tc09v2_t010850.1,ZSAB-6962
Tc09v2_t021590.4,WYIG-5913
Tc09v2_t021590.4,OLXF_grafted_with_NUZN-5913
Tc09v2_t021590.4,NUZN-5913
Tc09v2_t021590.4,SVVG-5913
Tc09v2_t021590.4,IZNU-5913
Tc09v2_t021590.4,FVXD-5913
Tc09v2_t025560.1,ZSAB-5942
Tc09v2_t019990.1,ZSAB-5980
Tc09v2_t019990.1,OLXF-5980
Tc09v2_t019990.1,BCAA-5980
Tc09v2_t019990.1,MVSE-5980
Tc09v2_t019990.1,QTJY-5980
Tc09v2_t019990.1,INQX-5980
Tc09v2_t013320.4,NUZN-6406
Tc09v2_t021590.1,WYIG-5913
Tc09v2_t021590.1,OLXF_grafted_with_NUZN-5913
Tc09v2_t021590.1,NUZN-5913
Tc09v2_t021590.1,SVVG-5913
Tc09v2_t021590.1,IZNU-5913
Tc09v2_t021590.1,FVXD-5913
Tc09v2_t007220.1,ZSAB-5859
Tc09v2_t007220.1,WYIG_grafted_with_WWKL-5859
Tc09v2_t007220.1,WWKL-5859
Tc09v2_t029120.1,OLXF_grafted_with_LNER-5280
Tc09v2_t029120.1,WYIG_grafted_with_LNER-5280
Tc09v2_t029120.1,LNER-5280
Tc09v2_t029120.1,Ambtr-5280
Tc09v2_t029120.1,Orysa-5280
Tc09v2_t029120.1,EDXZ-5280
Tc09v2_t012330.1,OLXF-7013
Tc09v2_t012330.1,ZSAB-7013
Tc09v2_t012330.1,WYIG-7013
Tc09v2_t012330.1,DXQW-7013
Tc09v2_t020200.2,NUZN-6483
Tc09v2_t020200.2,WYIG-6483
Tc09v2_t020200.2,ZSAB-6483
Tc09v2_t023470.1,NUZN-6462
Tc09v2_t023470.1,QAUE-6462
Tc09v2_t003720.1,ZSAB_grafted_with_YKQR-6038
Tc09v2_t003720.1,CWZU-6038
Tc09v2_t003720.1,YKQR-6038
Tc09v2_t018620.1,OLXF_grafted_with_HAEU-5398
Tc09v2_t018620.1,WYIG_grafted_with_HAEU-5398
Tc09v2_t018620.1,HAEU-5398
Tc09v2_t023600.2,WYIG-6909
Tc09v2_t023600.2,OLXF_grafted_with_CIAC-6909
Tc09v2_t023600.2,CIAC-6909
Tc09v2_t023600.2,ZPKK-6909
Tc09v2_t028610.1,ZSAB-6570
Tc09v2_t028610.1,OLXF-6570
Tc09v2_t028610.1,WVEF-6570
Tc09v2_t021850.1,Theca-v1.1-6886
Tc09v2_t004800.1,WYIG-6295
Tc09v2_t004800.1,OLXF_grafted_with_NUZN-6295
Tc09v2_t004800.1,NUZN-6295
Tc09v2_t004800.1,INQX-6295
Tc09v2_t028810.1,ZSAB_grafted_with_NUZN-6563
Tc09v2_t028810.1,PEZP-6563
Tc09v2_t030010.2,WYIG-5664
Tc09v2_t030010.2,OLXF-5664
Tc09v2_t030010.2,FYTP-5664
Tc09v2_t030010.2,VUSY-5664
Tc09v2_t030010.2,NGRR-5664
Tc09v2_t015210.4,SLYR-5894
Tc09v2_t008730.1,WYIG-6238
Tc09v2_t008730.1,PTLU-6238
Tc09v2_t001850.1,ZSAB-5950
Tc09v2_t001850.1,NHUA-5950
Tc09v2_t017440.4,WYIG-6978
Tc09v2_t017440.4,WYIG-6978
Tc09v2_t017440.4,HAEU-6978
Tc09v2_t017440.4,BERS-6978
Tc09v2_t015350.1,WYIG-6404
Tc09v2_t015350.1,OLXF-6404
Tc09v2_t015350.1,ZSAB_grafted_with_NUZN-6404
Tc09v2_t015350.1,NUZN-6404
Tc09v2_t015350.1,SXML-6404
Tc09v2_t009820.2,ZSAB-6376
Tc09v2_t016900.2,ZSAB_grafted_with_HYZL-4932
Tc09v2_t016900.2,HYZL-4932
Tc09v2_t007150.2,OLXF-4942
Tc09v2_t008030.1,WYIG-5430
Tc09v2_t008030.1,ZSAB-5430
Tc09v2_t008030.1,OLXF_grafted_with_HAEU-5430
Tc09v2_t008030.1,HAEU-5430
Tc09v2_t013050.1,ZSAB-6449
Tc09v2_t013050.1,WYIG-6449
Tc09v2_t013320.3,NUZN-6406
Tc09v2_t029120.4,OLXF_grafted_with_LNER-5280
Tc09v2_t029120.4,WYIG_grafted_with_LNER-5280
Tc09v2_t029120.4,LNER-5280
Tc09v2_t029120.4,Ambtr-5280
Tc09v2_t029120.4,Orysa-5280
Tc09v2_t029120.4,EDXZ-5280
Tc09v2_t020200.3,NUZN-6483
Tc09v2_t020200.3,WYIG-6483
Tc09v2_t020200.3,ZSAB-6483
Tc09v2_t019990.2,ZSAB-5980
Tc09v2_t019990.2,OLXF-5980
Tc09v2_t019990.2,BCAA-5980
Tc09v2_t019990.2,MVSE-5980
Tc09v2_t019990.2,QTJY-5980
Tc09v2_t019990.2,INQX-5980
Tc09v2_t021590.3,WYIG-5913
Tc09v2_t021590.3,OLXF_grafted_with_NUZN-5913
Tc09v2_t021590.3,NUZN-5913
Tc09v2_t021590.3,SVVG-5913
Tc09v2_t021590.3,IZNU-5913
Tc09v2_t021590.3,FVXD-5913
Tc09v2_t015210.1,SLYR-5894
Tc09v2_t017120.1,OLXF-6859
Tc09v2_t017120.1,WYIG-6859
Tc09v2_t017120.1,RZTJ-6859
Tc09v2_t017120.1,JSZD-6859
Tc09v2_t017120.1,HAEU-6859
Tc09v2_t017120.1,HKMQ-6859
Tc09v2_t007800.1,WYIG-6050
Tc09v2_t007800.1,ZSAB-6050
Tc09v2_t007800.1,OLXF_grafted_with_HAEU-6050
Tc09v2_t007800.1,HAEU-6050
Tc09v2_t007800.1,NXOH-6050
Tc08v2_t004340.1,OLXF-5594
Tc08v2_t004340.1,ZSAB-5594
Tc08v2_t014580.1,ZSAB-5273
Tc08v2_t014580.1,ZSAB-5273
Tc08v2_t014580.1,THHD-5273
Tc08v2_t014580.1,THHD-5273
Tc08v2_t014580.1,YZVJ-5273
Tc08v2_t014580.1,EDXZ-5273
Tc08v2_t002420.1,WYIG_grafted_with_NUZN-6139
Tc08v2_t002420.1,OLXF_grafted_with_NUZN-6139
Tc08v2_t002420.1,NUZN-6139
Tc08v2_t002420.1,Arath-6139
Tc08v2_t009990.5,WYIG_grafted_with_LWDA-4889
Tc08v2_t009990.5,OLXF_grafted_with_QTJY-4889
Tc08v2_t008420.1,WYIG_grafted_with_WYIG-7194
Tc08v2_t008420.1,QUTB-7194
Tc08v2_t014320.6,OLXF-5843
Tc08v2_t016820.1,WYIG-6274
Tc08v2_t016820.1,ZSAB-6274
Tc08v2_t016820.1,FYTP-6274
Tc08v2_t008950.2,ZSAB_grafted_with_VUSY-6457
Tc08v2_t008950.2,VUSY-6457
Tc08v2_t008950.2,IEPQ-6457
Tc08v2_t002810.1,OLXF_grafted_with_HAEU-6601
Tc08v2_t014320.8,OLXF-5843
Tc08v2_t008950.1,ZSAB_grafted_with_VUSY-6457
Tc08v2_t008950.1,VUSY-6457
Tc08v2_t008950.1,IEPQ-6457
Tc08v2_t008420.2,WYIG_grafted_with_WYIG-7194
Tc08v2_t008420.2,QUTB-7194
Tc08v2_t016820.5,ZSAB-6274
Tc08v2_t016820.5,WYIG-6274
Tc08v2_t016820.5,FYTP-6274
Tc08v2_t016820.5,Carpa-ASGPBv0.4-6274
Tc08v2_t009990.2,WYIG_grafted_with_LWDA-4889
Tc08v2_t009990.2,OLXF_grafted_with_QTJY-4889
Tc08v2_t014580.2,ZSAB-5273
Tc08v2_t014580.2,ZSAB-5273
Tc08v2_t014580.2,THHD-5273
Tc08v2_t014580.2,THHD-5273
Tc08v2_t014580.2,YZVJ-5273
Tc08v2_t014580.2,EDXZ-5273
Tc08v2_t008610.2,OLXF_grafted_with_THHD-6389
Tc08v2_t008610.2,THHD-6389
Tc08v2_t008610.2,Ambtr-6389
Tc08v2_t008610.2,HLJG-6389
Tc08v2_t014320.5,OLXF-5843
Tc08v2_t016820.2,ZSAB-6274
Tc08v2_t016820.2,WYIG-6274
Tc08v2_t016820.2,FYTP-6274
Tc08v2_t016820.2,Carpa-ASGPBv0.4-6274
Tc08v2_t009430.1,WYIG_grafted_with_UZWG-6363
Tc08v2_t009430.1,UZWG-6363
Tc08v2_t009430.1,ZSAB_grafted_with_HLJG-6363
Tc08v2_t009430.1,GRFT-6363
Tc08v2_t009430.1,OLXF_grafted_with_UZWG-6363
Tc08v2_t009430.1,OLXF_grafted_with_UZWG-6363
Tc08v2_t016820.6,ZSAB-6274
Tc08v2_t016820.6,WYIG-6274
Tc08v2_t016820.6,FYTP-6274
Tc08v2_t016820.6,Carpa-ASGPBv0.4-6274
Tc08v2_t016820.3,ZSAB-6274
Tc08v2_t016820.3,WYIG-6274
Tc08v2_t016820.3,FYTP-6274
Tc08v2_t016820.3,Carpa-ASGPBv0.4-6274
Tc08v2_t014310.1,OLXF-6029
Tc08v2_t014310.1,WYIG_grafted_with_WWKL-6029
Tc08v2_t014310.1,WWKL-6029
Tc08v2_t014310.1,VYGG-6029
Tc08v2_t014310.1,QTJY-6029
Tc08v2_t006130.1,OLXF_grafted_with_MVSE-6450
Tc08v2_t006130.1,WYIG_grafted_with_HYZL-6450
Tc08v2_t006130.1,HYZL-6450
Tc08v2_t006130.1,IEPQ-6450
Tc08v2_t006130.1,Orysa-6450
Tc08v2_t014320.1,OLXF-5843
Tc08v2_t014320.4,OLXF-5843
Tc08v2_t003130.1,ZSAB_grafted_with_HYZL-4848
Tc08v2_t003130.1,OLXF_grafted_with_HYZL-4848
Tc08v2_t003130.1,WYIG_grafted_with_MRKX-4848
Tc08v2_t003130.1,HYZL-4848
Tc08v2_t003130.1,UMUL-4848
Tc08v2_t002810.3,OLXF_grafted_with_HAEU-6601
Tc08v2_t013960.1,ZSAB-6865
Tc08v2_t007100.1,WYIG_grafted_with_TJLC-7325
Tc08v2_t012630.1,ZSAB_grafted_with_QUTB-5163
Tc08v2_t012630.1,QUTB-5163
Tc08v2_t012630.1,Ambtr-5163
Tc08v2_t012630.1,HAEU-5163
Tc08v2_t012630.1,LKKX-5163
Tc08v2_t009990.3,WYIG_grafted_with_LWDA-4889
Tc08v2_t009990.3,OLXF_grafted_with_QTJY-4889
Tc08v2_t005670.2,WYIG_grafted_with_HLJG-5551
Tc08v2_t005670.2,HLJG-5551
Tc08v2_t005670.2,XFFT-5551
Tc08v2_t005670.2,WCOR-5551
Tc08v2_t004900.1,OLXF_grafted_with_HYZL-5841
Tc08v2_t004900.1,SVVG-5841
Tc08v2_t010990.1,WYIG_grafted_with_YUOM-5981
Tc08v2_t010990.1,ZSAB_grafted_with_YUOM-5981
Tc08v2_t010990.1,YUOM-5981
Tc08v2_t008950.3,ZSAB_grafted_with_VUSY-6457
Tc08v2_t008950.3,VUSY-6457
Tc08v2_t008950.3,HAEU-6457
Tc08v2_t008950.3,IEPQ-6457
Tc08v2_t005670.1,WYIG_grafted_with_HLJG-5551
Tc08v2_t005670.1,HLJG-5551
Tc08v2_t005670.1,XFFT-5551
Tc08v2_t005670.1,WCOR-5551
Tc08v2_t008610.1,OLXF_grafted_with_THHD-6389
Tc08v2_t008610.1,THHD-6389
Tc08v2_t008610.1,Ambtr-6389
Tc08v2_t008610.1,HLJG-6389
Tc08v2_t016820.4,ZSAB-6274
Tc08v2_t016820.4,WYIG-6274
Tc08v2_t016820.4,FYTP-6274
Tc08v2_t016820.4,Carpa-ASGPBv0.4-6274
Tc08v2_t001510.1,WYIG-5469
Tc08v2_t013960.2,ZSAB-6865
Tc08v2_t012020.1,OLXF-5257
Tc08v2_t012020.1,OLXF-5257
Tc08v2_t010360.1,OLXF-6379
Tc08v2_t010440.1,OLXF-5354
Tc08v2_t010440.1,KVAY-5354
Tc08v2_t010440.1,ZUHO-5354
Tc08v2_t010440.1,FWBF-5354
Tc08v2_t002810.2,OLXF_grafted_with_HAEU-6601
Tc08v2_t010990.2,ZSAB_grafted_with_YUOM-5981
Tc08v2_t010990.2,WYIG_grafted_with_YUOM-5981
Tc08v2_t010990.2,YUOM-5981
Tc08v2_t009990.4,WYIG_grafted_with_LWDA-4889
Tc08v2_t009990.4,OLXF_grafted_with_QTJY-4889
Tc01v2_t032820.2,OLXF_grafted_with_GLVK-5949
Tc01v2_t032820.2,GLVK-5949
Tc01v2_t017390.3,ZSAB-6000
Tc01v2_t017390.3,WYIG-6000
Tc01v2_t017390.3,OLXF_grafted_with_INQX-6000
Tc01v2_t033100.3,OLXF-5536
Tc01v2_t033100.3,WYIG-5536
Tc01v2_t026780.2,OLXF-5104
Tc01v2_t026780.2,NUZN-5104
Tc01v2_t026780.2,ZSSR-5104
Tc01v2_t020490.5,WYIG-6459
Tc01v2_t020490.4,WYIG-6459
Tc01v2_t030690.4,WYIG-6393
Tc01v2_t030690.4,ZSAB_grafted_with_VYGG-6393
Tc01v2_t030690.4,VYGG-6393
Tc01v2_t025170.1,THHD-6041
Tc01v2_t025170.1,MAQO-6041
Tc01v2_t025170.1,RJIM-6041
Tc01v2_t025170.1,WOHL-6041
Tc01v2_t030280.2,OLXF-5355
Tc01v2_t030770.5,WYIG-4802
Tc01v2_t030770.5,OLXF-4802
Tc01v2_t006340.5,OLXF_grafted_with_QUTB-5264
Tc01v2_t006340.5,ZSAB_grafted_with_QUTB-5264
Tc01v2_t006340.5,WYIG_grafted_with_QUTB-5264
Tc01v2_t006340.5,UPZX-5264
Tc01v2_t006340.5,QUTB-5264
Tc01v2_t006340.5,Arath-5264
Tc01v2_t018950.1,WYIG_grafted_with_HLJG-6004
Tc01v2_t032820.1,OLXF_grafted_with_GLVK-5949
Tc01v2_t032820.1,GLVK-5949
Tc01v2_t032180.1,WWKL-6526
Tc01v2_t032180.1,NUZN-6526
Tc01v2_t033100.2,OLXF-5536
Tc01v2_t033100.2,WYIG-5536
Tc01v2_t022230.2,WYIG_grafted_with_SVVG-6854
Tc01v2_t022230.2,SVVG-6854
Tc01v2_t014340.1,ZSAB_grafted_with_HAEU-5943
Tc01v2_t014340.1,HAEU-5943
Tc01v2_t014340.1,SWOH-5943
Tc01v2_t010170.1,NHUA-7029
Tc01v2_t010170.1,UMUL-7029
Tc01v2_t010170.1,YKQR-7029
Tc01v2_t010170.1,OLXF-7029
Tc01v2_t017390.6,ZSAB-6000
Tc01v2_t017390.6,WYIG-6000
Tc01v2_t017390.6,OLXF_grafted_with_INQX-6000
Tc01v2_t023230.2,OLXF-5933
Tc01v2_t023230.2,OLXF-5933
Tc01v2_t023230.2,Vitvi-Genoscope.12X-5933
Tc01v2_t025070.1,ZSAB-6705
Tc01v2_t025070.1,OLXF-6705
Tc01v2_t023330.2,WYIG_grafted_with_BCAA-5406
Tc01v2_t023330.2,ZSAB_grafted_with_BCAA-5406
Tc01v2_t023330.2,OLXF_grafted_with_BCAA-5406
Tc01v2_t023330.2,BCAA-5406
Tc01v2_t023330.2,ZRIN-5406
Tc01v2_t023330.2,Arath-5406
Tc01v2_t023330.2,NJLF-5406
Tc01v2_t034410.1,WYIG-4989
Tc01v2_t034410.1,AXBO-4989
